@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
1.129E2,8.516E-1,?,6.418E2,1.352E-3,1.39E-1,?,9.6E1,?,?,?,-1.014E-1,-2.347E-1,-9.164E-2,3.401E-2,-9.528E-2,2.013E-2,1.6E-2,-3.106E-2,6.984E-2,0E0,7.235E-1,1.212E2,6.165E3,4.914E4,6.367E7,?,?,?,?,?,?,?,?,?,?
1.432E2,8.867E-1,?,7.938E2,1.467E-3,1.263E-1,?,1.16E2,?,?,?,2.699E-2,-2.436E-2,-6.5E-2,-1.609E-2,-2.378E-2,4.431E-2,-5.628E-2,4.157E-2,-6.18E-3,0E0,7.52E-1,1.349E2,5.602E3,-6.209E4,5.6E7,?,?,?,?,?,?,?,?,?,?
1.117E2,7.695E-1,?,6.704E2,1.092E-3,9.638E-2,?,1.12E2,?,?,?,-9.685E-2,1.029E-1,5.602E-2,-5.148E-3,-6.357E-3,-6.862E-2,-3.336E-2,2.202E-2,-7.655E-2,0E0,4.982E-1,1.204E2,5.014E3,7.783E4,4.857E7,?,?,?,?,?,?,?,?,?,?
1.209E2,7.539E-1,?,6.842E2,1.836E-3,1.783E-1,?,9.9E1,?,?,?,-5.944E-2,2.759E-2,1.694E-2,-7.483E-4,6.01E-2,-3.501E-2,7.98E-2,-4.843E-2,-1.995E-2,0E0,9.612E-1,1.252E2,5.206E3,-3.211E3,5.157E7,?,?,?,?,?,?,?,?,?,?
1.139E2,8.242E-1,?,7.872E2,1.489E-3,1.321E-1,?,1.03E2,?,?,?,1.023E-2,-1.118E-3,-3.879E-2,-1.966E-2,-2.511E-1,6.868E-2,-1.121E-1,3.564E-2,-6.325E-2,0E0,7.28E-1,1.2E2,5.291E3,3.384E3,5.043E7,?,?,?,?,?,?,?,?,?,?
1.336E2,8.086E-1,?,6.608E2,1.224E-3,1.139E-1,?,1.16E2,?,?,?,5.865E-2,9.873E-2,-8.497E-2,7.771E-2,-1E-1,1.597E-2,3.694E-2,4.008E-2,9.462E-2,0E0,6.533E-1,1.317E2,5.152E3,-5.907E4,4.829E7,?,?,?,?,?,?,?,?,?,?
1.105E2,8.047E-1,?,8.479E2,1.097E-3,1.174E-1,?,1E2,?,?,?,-3.185E-2,-9.37E-2,1.387E-1,2.77E-2,-1.626E-2,-9.207E-3,-5.013E-2,7.661E-2,-2.566E-2,0E0,5.86E-1,1.176E2,5.425E3,7.901E4,5.359E7,?,?,?,?,?,?,?,?,?,?
1.138E2,7.461E-1,?,4.657E2,1.264E-3,1.321E-1,?,1.1E2,?,?,?,-4.36E-2,1.086E-1,-3.869E-2,-6.019E-2,1.042E-1,2.963E-2,-1.383E-1,-4.444E-3,1.222E-1,0E0,6.808E-1,1.199E2,5.074E3,2.83E4,4.915E7,?,?,?,?,?,?,?,?,?,?
1.39E2,8.906E-1,?,6.448E2,2.005E-3,2.02E-1,?,1.29E2,?,?,?,1.133E-1,-1.001E-1,5.071E-2,-1.243E-1,-1.521E-1,9.211E-3,1.413E-2,1.099E-1,9.598E-2,0E0,9.611E-1,1.343E2,5.51E3,-2.542E4,5.449E7,?,?,?,?,?,?,?,?,?,?
1.175E2,8.32E-1,?,7.974E2,9.806E-4,9.533E-2,?,1.13E2,?,?,?,-1.006E-2,-2.954E-2,-1.751E-3,6.888E-2,-3.187E-2,-1.394E-2,-2.429E-2,2.788E-2,4.795E-3,0E0,4.936E-1,1.229E2,5.538E3,2.119E4,5.301E7,?,?,?,?,?,?,?,?,?,?
1.713E2,8.945E-1,?,6.386E2,2.15E-3,1.483E-1,?,1.11E2,?,?,?,2.185E-1,-4.464E-2,7.583E-2,1.342E-1,-1.054E-1,-4.897E-2,7.027E-2,-8.26E-2,2.145E-2,0E0,8.906E-1,1.512E2,5.158E3,-1.432E5,5.068E7,?,?,?,?,?,?,?,?,?,?
1.311E2,9.258E-1,?,7.104E2,9.215E-4,9.39E-2,?,1.08E2,?,?,?,4.71E-2,-4.855E-3,8.427E-2,-2.216E-1,-6.555E-2,-1.086E-2,8.846E-3,-6.53E-2,5.598E-2,0E0,4.702E-1,1.308E2,5.938E3,-2.933E3,6.261E7,?,?,?,?,?,?,?,?,?,?
1.077E2,7.773E-1,?,7.553E2,9.818E-4,1.114E-1,?,1.08E2,?,?,?,-7.307E-2,1.252E-2,-1.881E-2,4.565E-2,6.182E-2,5.344E-2,-4.255E-2,-3.557E-2,5.045E-2,0E0,5.151E-1,1.161E2,5.328E3,7.58E4,5.261E7,?,?,?,?,?,?,?,?,?,?
1.136E2,7.539E-1,?,8.325E2,1.579E-3,1.39E-1,?,9.9E1,?,?,?,-8.062E-2,7.845E-2,-4.887E-2,6.218E-2,-1.506E-1,1.922E-2,1.465E-2,-4.944E-3,-4.371E-2,0E0,7.611E-1,1.19E2,5.083E3,5.479E4,4.918E7,?,?,?,?,?,?,?,?,?,?
1.383E2,9.258E-1,?,6.341E2,1.126E-3,1.203E-1,?,1.15E2,?,?,?,2E-1,-3.053E-2,1.31E-1,-9.204E-2,7.793E-2,-1.737E-1,4.105E-2,6.432E-2,1.801E-2,0E0,6.239E-1,1.335E2,5.553E3,-5.502E2,5.575E7,?,?,?,?,?,?,?,?,?,?
1.364E2,8.516E-1,?,5.926E2,1.329E-3,1.389E-1,?,1.15E2,?,?,?,-7.553E-2,1.128E-2,1.129E-1,1.942E-1,-2.14E-2,6.005E-2,-5.728E-5,-6.311E-2,-1.673E-1,0E0,6.923E-1,1.321E2,5.342E3,-3.041E4,5.009E7,?,?,?,?,?,?,?,?,?,?
1.371E2,8.203E-1,?,7.789E2,1.189E-3,1.1E-1,?,1.18E2,?,?,?,6.288E-2,-2.22E-1,-2.544E-1,8.246E-2,-7.117E-2,-1.051E-1,1.926E-1,-7.407E-2,-7.233E-2,0E0,5.164E-1,1.312E2,5.737E3,-6.633E4,5.57E7,?,?,?,?,?,?,?,?,?,?
1.373E2,9.023E-1,?,6.409E2,1.498E-3,1.329E-1,?,1.06E2,?,?,?,1.824E-2,-2.202E-1,-6.289E-2,-1.086E-1,7.127E-3,1.835E-2,6.163E-2,-3.112E-2,-4.703E-2,0E0,6.913E-1,1.331E2,6.051E3,-7.822E4,6.386E7,?,?,?,?,?,?,?,?,?,?
1.515E2,9.414E-1,?,9.801E2,7.752E-4,7.718E-2,?,1.06E2,?,?,?,-1.372E-1,-3.778E-2,1.626E-1,-3.119E-2,8.399E-2,-1.902E-1,2.274E-2,1.598E-1,-1.361E-2,0E0,3.288E-1,1.396E2,5.54E3,-4.947E4,5.748E7,?,?,?,?,?,?,?,?,?,?
1.598E2,9.18E-1,?,6.78E2,1.14E-3,9.729E-2,?,1.19E2,?,?,?,2.313E-1,1.443E-2,-2.999E-2,-1.102E-1,1.17E-1,4.814E-2,2.061E-3,5.856E-2,-1.056E-2,0E0,4.988E-1,1.462E2,5.171E3,-1.06E5,5.071E7,?,?,?,?,?,?,?,?,?,?
1.386E2,8.672E-1,?,5.554E2,1.05E-3,1.065E-1,?,1.06E2,?,?,?,8.889E-2,1.155E-1,-3.209E-3,-6.029E-2,9.012E-2,6.609E-2,-1.29E-1,1.337E-1,1.037E-2,0E0,5.413E-1,1.342E2,4.954E3,-2.654E4,4.668E7,?,?,?,?,?,?,?,?,?,?
1.306E2,8.867E-1,?,5.738E2,1.382E-3,1.3E-1,?,1.01E2,?,?,?,8.958E-4,-4.195E-2,6.985E-2,-1.026E-1,4.817E-2,-1.416E-3,-4.753E-2,-6.625E-2,-2.058E-2,0E0,7.812E-1,1.294E2,5.447E3,6.98E3,5.516E7,?,?,?,?,?,?,?,?,?,?
1.248E2,8.867E-1,?,6.262E2,1.34E-3,1.142E-1,?,1.15E2,?,?,?,5.298E-2,-1.265E-2,3.217E-2,-1.272E-2,4.643E-2,-6.758E-2,3.445E-2,-1.783E-2,3.731E-2,0E0,7.231E-1,1.248E2,5.751E3,5.229E4,5.819E7,?,?,?,?,?,?,?,?,?,?
1.174E2,8.242E-1,?,6.997E2,1.084E-3,1.046E-1,?,1E2,?,?,?,-6.93E-2,-2.693E-2,-3.868E-2,2.715E-3,5.762E-2,6.159E-2,-6.461E-2,-4.628E-2,-1.384E-2,0E0,5.244E-1,1.207E2,5.716E3,6.401E4,5.88E7,?,?,?,?,?,?,?,?,?,?
1.152E2,8.359E-1,?,5.607E2,1.32E-3,1.289E-1,?,1.15E2,?,?,?,-1.037E-1,-8.492E-2,4.022E-3,3.029E-2,6.83E-2,-5.565E-2,1.55E-2,-2.35E-2,1.366E-2,0E0,7.293E-1,1.217E2,5.857E3,4.89E4,5.848E7,?,?,?,?,?,?,?,?,?,?
1.282E2,8.516E-1,?,6.184E2,1.99E-3,1.736E-1,?,9.9E1,?,?,?,1.08E-2,1.03E-1,-1.792E-1,-1.453E-1,-8.15E-2,-1.296E-3,-1.178E-1,1.427E-1,3.449E-3,0E0,9.502E-1,1.268E2,5.177E3,-3.624E4,5.147E7,?,?,?,?,?,?,?,?,?,?
1.404E2,9.297E-1,?,5.738E2,1.995E-3,1.928E-1,?,1.08E2,?,?,?,6.026E-2,3.387E-2,8.76E-2,-4.057E-2,1.021E-1,2.12E-2,1.2E-1,-9.251E-4,-4.511E-2,0E0,1.125E0,1.352E2,5.516E3,-1.441E4,5.438E7,?,?,?,?,?,?,?,?,?,?
1.212E2,8.047E-1,?,5.514E2,1.484E-3,1.312E-1,?,1.05E2,?,?,?,-8.83E-2,1.92E-2,1.098E-1,1.076E-3,1.321E-2,-1.034E-1,1.236E-2,7.883E-2,8.92E-2,0E0,8.009E-1,1.249E2,5.263E3,2.873E4,5.15E7,?,?,?,?,?,?,?,?,?,?
1.219E2,8.32E-1,?,5.815E2,1.049E-3,1.09E-1,?,1.1E2,?,?,?,-3.557E-2,-1.27E-2,2.915E-2,-4.855E-2,1.036E-1,2.903E-2,-4.57E-2,-2.137E-2,-1.311E-2,0E0,6.045E-1,1.245E2,5.482E3,7.42E3,5.228E7,?,?,?,?,?,?,?,?,?,?
1.374E2,8.945E-1,?,5.41E2,7.142E-4,5.88E-2,?,1.03E2,?,?,?,-2.782E-3,-1.072E-2,9.536E-2,1.612E-3,-3.074E-2,5.267E-2,2.291E-2,1.731E-2,5.8E-3,0E0,3.558E-1,1.318E2,5.647E3,-1.425E4,5.605E7,?,?,?,?,?,?,?,?,?,?
1.256E2,7.656E-1,?,6.57E2,1.013E-3,9.351E-2,?,1.14E2,?,?,?,6.091E-2,1.2E-1,8.598E-2,2.978E-2,-3.288E-2,6.258E-3,-6.748E-2,-8.435E-2,-1.064E-1,0E0,4.83E-1,1.263E2,4.587E3,1.351E4,4.071E7,?,?,?,?,?,?,?,?,?,?
9.958E1,7.305E-1,?,7.255E2,1.68E-3,1.58E-1,?,1.03E2,?,?,?,-1.268E-1,-6.025E-2,-1.943E-1,2.722E-3,-1.346E-1,-2.112E-2,-1.035E-1,5.604E-2,-1.532E-2,0E0,7.855E-1,1.146E2,5.524E3,1.207E4,5.391E7,?,?,?,?,?,?,?,?,?,?
1.188E2,8.047E-1,?,7.912E2,8.116E-4,5.651E-2,?,1.04E2,?,?,?,-8.606E-2,6.481E-3,-1.463E-1,-2.821E-2,-2.729E-2,-8.289E-2,-3.359E-2,5.002E-2,2.971E-2,0E0,3.525E-1,1.243E2,5.503E3,-1.429E4,5.595E7,?,?,?,?,?,?,?,?,?,?
1.367E2,8.633E-1,?,6.849E2,2.106E-3,1.927E-1,?,1.13E2,?,?,?,5.097E-2,-1.507E-2,-5.013E-2,2.484E-3,-4.488E-2,6.492E-3,-2.604E-2,2.669E-2,-8.708E-2,0E0,1.061E0,1.309E2,5.476E3,-2.413E4,5.403E7,?,?,?,?,?,?,?,?,?,?
1.28E2,8.32E-1,?,6.886E2,1.44E-3,1.309E-1,?,1.16E2,?,?,?,4.307E-2,3.778E-3,-5.192E-2,-1.933E-2,1.821E-2,6.895E-2,-1.129E-1,-1.231E-1,7.514E-3,0E0,6.808E-1,1.283E2,5.686E3,-2.699E4,5.895E7,?,?,?,?,?,?,?,?,?,?
1.413E2,7.969E-1,?,7.724E2,1.268E-3,1.224E-1,?,1.15E2,?,?,?,1.575E-1,1.002E-1,-1.373E-1,7.485E-2,-5.74E-2,1.901E-2,2.638E-3,7.49E-2,1.626E-2,0E0,6.077E-1,1.339E2,4.751E3,-5.233E4,4.394E7,?,?,?,?,?,?,?,?,?,?
1.313E2,8.438E-1,?,6.858E2,1.069E-3,1.036E-1,?,1.07E2,?,?,?,7.422E-4,-9.58E-2,5.678E-3,2.575E-2,1.723E-2,2.093E-2,-6.148E-4,1.352E-2,-6.335E-2,0E0,5.4E-1,1.281E2,5.714E3,-7.977E3,5.682E7,?,?,?,?,?,?,?,?,?,?
1.458E2,8.594E-1,?,8.119E2,8.577E-4,9.7E-2,?,1.21E2,?,?,?,9.754E-2,1.016E-2,7.202E-3,5.437E-2,-5.038E-2,6.142E-2,1.203E-2,4.993E-2,8.626E-2,0E0,4.303E-1,1.36E2,5.337E3,-7.464E4,5.076E7,?,?,?,?,?,?,?,?,?,?
1.43E2,8.828E-1,?,7.237E2,8.716E-4,8.442E-2,?,1.03E2,?,?,?,1.471E-1,1.515E-2,-4.327E-2,8.534E-2,3.957E-3,5.138E-2,-3.725E-2,-1.052E-2,-3.432E-2,0E0,4.398E-1,1.346E2,5.786E3,-6.742E4,5.751E7,?,?,?,?,?,?,?,?,?,?
1.265E2,9.062E-1,?,6.471E2,1.922E-3,1.921E-1,?,9.9E1,?,?,?,-1.651E-1,-2.392E-1,-1.318E-2,-9.294E-2,-3.368E-2,-2.307E-2,-3.949E-2,-5.141E-2,-3.846E-2,0E0,9.03E-1,1.297E2,6.873E3,-4.694E4,7.458E7,?,?,?,?,?,?,?,?,?,?
1.461E2,8.867E-1,?,8.058E2,1.062E-3,1.101E-1,?,1.21E2,?,?,?,1.723E-1,2.984E-2,-1.713E-1,5.346E-2,5.543E-3,-1.377E-2,-4.8E-2,4.456E-2,-1.643E-2,0E0,5.028E-1,1.354E2,5.783E3,-7.433E4,5.803E7,?,?,?,?,?,?,?,?,?,?
1.322E2,8.867E-1,?,7.222E2,1.039E-3,1.089E-1,?,1.05E2,?,?,?,-6.339E-2,-1.651E-1,-1.093E-2,2.077E-2,-6.96E-2,6.285E-2,3.671E-3,8.49E-2,5.67E-2,0E0,5.576E-1,1.295E2,5.635E3,-1.033E3,5.472E7,?,?,?,?,?,?,?,?,?,?
1.058E2,8.32E-1,?,6.871E2,1.194E-3,1.132E-1,?,9.8E1,?,?,?,-1.421E-1,-4.908E-2,4.788E-2,5.489E-2,3.02E-2,-1.041E-1,1.346E-2,-2.582E-2,4.206E-2,0E0,5.761E-1,1.155E2,5.844E3,1.292E5,6.076E7,?,?,?,?,?,?,?,?,?,?
1.208E2,8.789E-1,?,7.624E2,1.241E-3,1.224E-1,?,1.24E2,?,?,?,7.372E-2,-5.762E-2,-1.288E-2,-8.689E-2,-1.769E-2,-1.079E-1,1.042E-2,2.117E-2,2.343E-2,0E0,6.908E-1,1.249E2,6.061E3,3.444E3,6.262E7,?,?,?,?,?,?,?,?,?,?
1.267E2,7.812E-1,?,6.872E2,1.574E-3,1.438E-1,?,1.04E2,?,?,?,-1.147E-1,3.032E-2,-3.96E-2,2.52E-2,1.023E-1,-1E-1,1.556E-1,-7.776E-2,7.495E-2,0E0,7.34E-1,1.26E2,5.265E3,-9.466E3,5.272E7,?,?,?,?,?,?,?,?,?,?
1.24E2,8.242E-1,?,7.374E2,1.172E-3,1.135E-1,?,1.11E2,?,?,?,-3.408E-2,-8.128E-2,2.58E-2,-1.172E-1,1.02E-2,2.074E-2,3.553E-2,-4.884E-2,-1.483E-3,0E0,6.087E-1,1.269E2,5.389E3,-6.492E3,5.504E7,?,?,?,?,?,?,?,?,?,?
1.223E2,7.93E-1,?,6.774E2,1.482E-3,1.212E-1,?,1.21E2,?,?,?,4.802E-2,-2.418E-2,-6.814E-2,4.749E-2,-1.06E-2,-4.506E-2,1.084E-1,-7.919E-2,6.006E-2,0E0,6.541E-1,1.233E2,5.671E3,-1.246E4,5.484E7,?,?,?,?,?,?,?,?,?,?
1.376E2,8.789E-1,?,7.329E2,1.084E-3,9.538E-2,?,1.03E2,?,?,?,2.966E-2,6.367E-2,-7.619E-2,8.228E-2,3.706E-4,-5.004E-2,1.303E-2,-2.48E-2,-1.766E-1,0E0,5.025E-1,1.324E2,5.419E3,-3.409E4,5.265E7,?,?,?,?,?,?,?,?,?,?
1.276E2,7.93E-1,?,5.938E2,2.096E-3,1.936E-1,?,1.12E2,?,?,?,-5.402E-3,7.248E-2,1.796E-2,4.276E-2,1.314E-2,1.331E-3,-9.836E-2,-6.899E-2,8.193E-2,0E0,1.082E0,1.279E2,4.815E3,-1.334E4,4.379E7,?,?,?,?,?,?,?,?,?,?
1.267E2,9.648E-1,?,4.515E2,1.732E-3,1.323E-1,?,1.21E2,?,?,?,-6.525E-3,-2.412E-1,1.524E-1,-1.095E-1,2.803E-2,-5.318E-2,-6.254E-2,-2.168E-2,2.199E-2,0E0,7.898E-1,1.245E2,6.292E3,8.074E4,6.78E7,?,?,?,?,?,?,?,?,?,?
1.118E2,8.047E-1,?,5.447E2,9.983E-4,1.054E-1,?,1.05E2,?,?,?,-4.038E-3,-6.794E-2,-6.772E-2,6.909E-2,-4.456E-2,-2.312E-2,6.543E-3,-2.637E-2,8.752E-2,0E0,5.779E-1,1.191E2,5.479E3,4.945E4,5.402E7,?,?,?,?,?,?,?,?,?,?
9.421E1,6.484E-1,?,6.831E2,1.82E-3,1.32E-1,?,8.5E1,?,?,?,-2.047E-1,1.641E-2,-3.489E-2,1.078E-1,-5.61E-3,-3.566E-2,-8.424E-2,8.171E-2,-1.221E-1,0E0,7.56E-1,1.069E2,4.689E3,1.031E5,4.446E7,?,?,?,?,?,?,?,?,?,?
1.293E2,7.969E-1,?,7.878E2,2.45E-3,2.441E-1,?,1.13E2,?,?,?,1.403E-2,1.367E-1,-1.073E-1,-1.46E-3,4.337E-2,9.069E-2,-3.805E-2,-4.159E-2,3.725E-2,0E0,1.195E0,1.29E2,4.842E3,-2.535E4,4.45E7,?,?,?,?,?,?,?,?,?,?
1.124E2,8.398E-1,?,6.857E2,1.199E-3,9.535E-2,?,1.07E2,?,?,?,-8.618E-3,-6.467E-2,-1.733E-2,-1.705E-2,-1.92E-2,-2.337E-2,-1.245E-1,-1.272E-2,-1.145E-1,0E0,5.698E-1,1.233E2,5.865E3,2.156E4,5.955E7,?,?,?,?,?,?,?,?,?,?
1.195E2,7.852E-1,?,7.021E2,1.868E-3,1.731E-1,?,9.5E1,?,?,?,-2.511E-2,1.725E-1,-1.718E-2,3.427E-2,-4.378E-2,5.537E-2,3.491E-2,6.894E-2,6.886E-2,0E0,9.626E-1,1.237E2,5.279E3,1.283E4,5.101E7,?,?,?,?,?,?,?,?,?,?
1.375E2,8.633E-1,?,7.131E2,1.548E-3,1.416E-1,?,1.06E2,?,?,?,1.378E-2,-2.281E-1,-5.812E-2,-5.54E-2,-6.721E-3,-1.041E-3,6.174E-2,8.608E-2,-1.411E-2,0E0,7.342E-1,1.318E2,5.468E3,-5.599E4,5.388E7,?,?,?,?,?,?,?,?,?,?
1.353E2,9.141E-1,?,5.282E2,8.236E-4,9.208E-2,?,9.1E1,?,?,?,-7.98E-2,-4.493E-2,-6.683E-2,1.022E-3,3.854E-2,-2.058E-2,7.119E-2,-4.017E-2,1.025E-2,0E0,4.636E-1,1.306E2,5.927E3,-1.818E4,6.102E7,?,?,?,?,?,?,?,?,?,?
1.176E2,9.023E-1,?,5.78E2,1.307E-3,1.119E-1,?,1.04E2,?,?,?,-1.183E-1,-8.112E-2,5.305E-3,-2.148E-2,7.864E-2,3.726E-2,-1.063E-2,4.252E-2,-7.644E-2,0E0,6.602E-1,1.223E2,6.278E3,7.338E4,6.525E7,?,?,?,?,?,?,?,?,?,?
1.478E2,9.102E-1,?,7.91E2,1.255E-3,1.246E-1,?,1.15E2,?,?,?,-5.593E-3,-6.336E-2,1.974E-2,3.75E-2,5.386E-2,2.977E-2,-7.866E-2,3.954E-2,5.624E-2,0E0,6.027E-1,1.382E2,5.924E3,-6.457E4,5.915E7,?,?,?,?,?,?,?,?,?,?
1.252E2,8.477E-1,?,6.624E2,1.255E-3,1.198E-1,?,1.09E2,?,?,?,3.049E-4,-8.373E-2,3.643E-2,1.199E-1,-1.907E-1,-3.902E-2,-5.634E-2,6.304E-2,-3.638E-2,0E0,6.869E-1,1.261E2,5.715E3,3.013E4,5.506E7,?,?,?,?,?,?,?,?,?,?
8.838E1,8.984E-1,?,8.558E2,2.265E-3,1.637E-1,?,1.04E2,?,?,?,-1.258E-1,-4.331E-1,-1.127E-2,-8.745E-2,-5.367E-2,-1.727E-1,1.236E-1,-1.478E-2,-4.479E-2,0E0,7.277E-1,1.167E2,7.903E3,7.865E4,9.357E7,?,?,?,?,?,?,?,?,?,?
1.36E2,9.375E-1,?,5.879E2,2.426E-3,2.172E-1,?,1.04E2,?,?,?,9.662E-3,-8.253E-2,1.264E-1,1.461E-2,3.054E-2,7.269E-2,-3.606E-2,-3.288E-3,9.382E-2,0E0,1.17E0,1.285E2,6.517E3,1.939E4,6.904E7,?,?,?,?,?,?,?,?,?,?
9.87E1,8.203E-1,?,7.335E2,1.216E-3,1.126E-1,?,9.4E1,?,?,?,-1.494E-1,-7.411E-2,4.13E-2,-1.547E-1,3.289E-2,1.716E-1,-9.072E-2,1.448E-2,-1.308E-1,0E0,5.523E-1,1.125E2,5.636E3,9.467E4,5.807E7,?,?,?,?,?,?,?,?,?,?
1.143E2,7.578E-1,?,6.188E2,1.223E-3,1.07E-1,?,9.7E1,?,?,?,-1.504E-1,-4.055E-2,-1.709E-2,1.644E-1,3.829E-2,-4.358E-2,8.437E-2,6.934E-2,6.021E-2,0E0,6.087E-1,1.202E2,5.348E3,2.894E4,5.046E7,?,?,?,?,?,?,?,?,?,?
1.491E2,9.375E-1,?,7.061E2,1.433E-3,1.286E-1,?,1.15E2,?,?,?,-2.227E-2,-8.965E-2,-6.649E-2,-8.442E-2,1.376E-3,3.483E-2,8.605E-2,8.6E-2,8.161E-2,0E0,7.205E-1,1.391E2,5.456E3,-7.061E4,5.565E7,?,?,?,?,?,?,?,?,?,?
1.067E2,8.242E-1,?,6.613E2,1.161E-3,1.057E-1,?,9.7E1,?,?,?,-1.244E-1,-2.12E-2,6.09E-2,-4.07E-2,-3.569E-2,8.849E-2,2.44E-2,1.333E-1,4.096E-2,0E0,5.791E-1,1.178E2,5.92E3,7.037E4,5.953E7,?,?,?,?,?,?,?,?,?,?
1.074E2,7.461E-1,?,7.569E2,1.324E-3,1.18E-1,?,1.1E2,?,?,?,-9.858E-2,-6.767E-3,-1.799E-2,9.74E-2,1.666E-1,8.36E-2,9.904E-2,-9.02E-2,-7.837E-4,0E0,6.142E-1,1.172E2,5.167E3,4.303E4,4.69E7,?,?,?,?,?,?,?,?,?,?
1.328E2,8.477E-1,?,5.325E2,1.83E-3,1.624E-1,?,1.09E2,?,?,?,3.847E-3,1.231E-3,-1.078E-1,-1.62E-2,-5.257E-4,-4.133E-2,-7.919E-2,-6.771E-2,2.062E-2,0E0,9.424E-1,1.31E2,5.195E3,-2.707E4,5.028E7,?,?,?,?,?,?,?,?,?,?
1.186E2,7.695E-1,?,6.294E2,1.049E-3,1.035E-1,?,9.9E1,?,?,?,-3.997E-2,-1.631E-2,5.279E-2,5.09E-2,4.042E-2,3.168E-2,3.037E-2,3.96E-2,-2.607E-2,0E0,5.597E-1,1.231E2,5.025E3,2.006E4,4.601E7,?,?,?,?,?,?,?,?,?,?
1.48E2,8.594E-1,?,5.207E2,1.505E-3,1.347E-1,?,1.34E2,?,?,?,2.304E-1,6.922E-2,9.61E-2,9.34E-2,-7.577E-2,-9.656E-2,1.304E-1,8.667E-2,9.644E-2,0E0,6.733E-1,1.405E2,4.454E3,-2.805E4,3.97E7,?,?,?,?,?,?,?,?,?,?
1.36E2,7.969E-1,?,5.569E2,1.713E-3,1.6E-1,?,1.18E2,?,?,?,1.528E-2,1.475E-1,9.368E-2,8.859E-2,1.515E-2,2.885E-2,-2.755E-2,-1.995E-2,-6.112E-3,0E0,8.778E-1,1.335E2,4.602E3,-3.035E4,4.153E7,?,?,?,?,?,?,?,?,?,?
1.157E2,8.164E-1,?,7.241E2,1.279E-3,1.233E-1,?,8.5E1,?,?,?,-2.451E-1,-3.358E-2,-7.381E-2,-3.524E-2,7.765E-2,2.618E-2,-7.583E-2,1.634E-1,3.432E-2,0E0,6.504E-1,1.212E2,5.289E3,3.313E4,5.056E7,?,?,?,?,?,?,?,?,?,?
1.506E2,8.047E-1,?,6.044E2,2.283E-3,1.671E-1,?,1.17E2,?,?,?,1.275E-1,1.662E-1,-6.79E-2,-3.881E-2,1.42E-3,-5.258E-3,4.311E-2,-5.524E-2,1.233E-1,0E0,1.012E0,1.411E2,4.27E3,-7.692E4,4.131E7,?,?,?,?,?,?,?,?,?,?
1.265E2,8.281E-1,?,4.927E2,1.08E-3,9.859E-2,?,1.04E2,?,?,?,-8.881E-2,-1.157E-1,-6.656E-2,-6.257E-2,-5.477E-2,3.464E-2,-1.057E-1,-3.533E-2,-8.003E-3,0E0,5.82E-1,1.254E2,5.28E3,-2.386E4,5.134E7,?,?,?,?,?,?,?,?,?,?
1.094E2,7.93E-1,?,7.593E2,7.742E-4,9.419E-2,?,1.07E2,?,?,?,-2.248E-4,-3.144E-2,5.81E-2,1.078E-2,-1.145E-1,9.211E-2,6.707E-2,9.328E-2,1.089E-1,0E0,3.891E-1,1.177E2,5.467E3,5.957E4,5.279E7,?,?,?,?,?,?,?,?,?,?
